kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
391766,tt1073498,Знакомство со спартанцами,,Meet the Spartans,[{'country': 'США'}],[{'genre': 'комедия'}],3.9,2.8,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/391766.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/391766.jpg,4
1068448,,Оцепеневшие от страха,,Aterrados,[{'country': 'Аргентина'}],[{'genre': 'ужасы'}],6.1,6.5,2018,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1068448.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1068448.jpg,4
6222,tt0119099,Падший,,Fallen,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.0,7.0,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6222.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6222.jpg,6
7450,tt0098084,Кладбище домашних животных,,Pet Sematary,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фэнтези'}, {'genre': 'ужасы'}]",7.1,6.5,1989,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/7450.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7450.jpg,6
4082,tt0085382,Куджо,,Cujo,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",6.4,6.1,1983,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4082.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4082.jpg,5
6916,tt0085407,Мертвая зона,,The Dead Zone,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.2,7.2,1983,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6916.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6916.jpg,7
16953,tt0174480,Осень в Нью-Йорке,,Autumn in New York,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.4,5.6,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/16953.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/16953.jpg,6
693,tt0252501,Сердца в Атлантиде,,Hearts in Atlantis,[{'country': 'США'}],[{'genre': 'драма'}],7.6,6.9,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/693.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/693.jpg,7
55945,tt0089885,Реаниматор,,Re-Animator,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'комедия'}, {'genre': 'ужасы'}]",7.0,7.2,1985,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/55945.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/55945.jpg,6
4101,tt0078767,Ужас Амитивилля,,The Amityville Horror,[{'country': 'США'}],[{'genre': 'ужасы'}],6.3,6.2,1979,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4101.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4101.jpg,6
15859,tt0103919,Кэндимэн,,Candyman,"[{'country': 'США'}, {'country': 'Великобритания'}]",[{'genre': 'ужасы'}],6.7,6.7,1992,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/15859.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/15859.jpg,6
8433,tt0057129,Призрак дома на холме,,The Haunting,[{'country': 'Великобритания'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",7.0,7.4,1963,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8433.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8433.jpg,7
762501,tt2870612,Париж: Город мёртвых,,"As Above, So Below",[{'country': 'США'}],"[{'genre': 'детектив'}, {'genre': 'ужасы'}]",6.0,6.2,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/762501.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/762501.jpg,6
1044279,,Призрак дома на холме,,The Haunting of Hill House,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'ужасы'}]",8.0,8.6,2018,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1044279.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1044279.jpg,7
868781,tt4267026,ООО «Дом ада»,,Hell House LLC,[{'country': 'США'}],[{'genre': 'ужасы'}],5.7,6.4,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/868781.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/868781.jpg,5
15566,,Перебежчик,,The Changeling,[{'country': 'Канада'}],"[{'genre': 'детектив'}, {'genre': 'ужасы'}]",6.9,7.2,1979,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/15566.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/15566.jpg,7
965611,tt5516328,Истории призраков,,Ghost Stories,[{'country': 'Великобритания'}],"[{'genre': 'драма'}, {'genre': 'ужасы'}]",6.3,6.4,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/965611.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/965611.jpg,6
406403,tt1187064,Треугольник,,Triangle,"[{'country': 'Великобритания'}, {'country': 'Австралия'}]","[{'genre': 'триллер'}, {'genre': 'фантастика'}]",6.8,6.9,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/406403.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/406403.jpg,6
5076516,tt21477618,Легенды Мортал Комбат: Снежная слепота,,Mortal Kombat Legends: Snow Blind,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}]",6.7,6.7,2022,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/5076516.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5076516.jpg,6
944958,tt5215952,Вопль,,Gokseong,[{'country': 'Корея Южная'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'фэнтези'}, {'genre': 'ужасы'}]",6.9,7.4,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/944958.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/944958.jpg,6
1346615,tt11737520,One Piece. Большой куш,,One Piece,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Япония'}, {'country': 'ЮАР'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",8.0,8.4,2023,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1346615.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1346615.jpg,7
807339,tt3281548,Маленькие женщины,,Little Women,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.8,7.8,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/807339.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/807339.jpg,5
4568,tt0110367,Маленькие женщины,,Little Women,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'семейный'}]",7.7,7.3,1994,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4568.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4568.jpg,7
271837,,Дети Хуанг Ши,,The Children of Huang Shi,"[{'country': 'США'}, {'country': 'Германия'}, {'country': 'Австралия'}, {'country': 'Китай'}]","[{'genre': 'драма'}, {'genre': 'военный'}]",7.4,7.0,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/271837.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/271837.jpg,7
464561,tt1410063,Цветы войны,,Jin ling shi san chai,"[{'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'военный'}, {'genre': 'история'}]",7.9,7.5,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/464561.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/464561.jpg,7
865302,tt4263482,Ведьма,,The VVitch: A New-England Folktale,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Канада'}]",[{'genre': 'ужасы'}],6.6,7.0,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/865302.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/865302.jpg,6
11637,tt0142688,Девятые врата,,The Ninth Gate,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Испания'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'фэнтези'}]",7.4,6.7,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/11637.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/11637.jpg,7
261363,tt0829482,SuperПерцы,,Superbad,[{'country': 'США'}],[{'genre': 'комедия'}],6.9,7.6,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/261363.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/261363.jpg,6
5135249,tt22687790,Призраки в Венеции,,A Haunting in Venice,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Италия'}]","[{'genre': 'криминал'}, {'genre': 'детектив'}]",6.7,6.5,2023,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5135249.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5135249.jpg,6
647453,,Тайное влечение,,Adoration,"[{'country': 'Франция'}, {'country': 'Австралия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}]",6.7,6.2,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/647453.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/647453.jpg,5
547,tt0061811,Полуночная жара,,In the Heat of the Night,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",7.6,7.9,1967,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/547.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/547.jpg,7
366,tt0033870,Мальтийский сокол,,The Maltese Falcon,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'мелодрама'}, {'genre': 'детектив'}, {'genre': 'фильм-нуар'}]",7.7,8.0,1941,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/366.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/366.jpg,7
685514,,Притворись моим парнем,,20 ans d'écart,[{'country': 'Франция'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.8,6.3,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/685514.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/685514.jpg,5
493355,tt1565958,Анонимные романтики,,Les émotifs anonymes,"[{'country': 'Франция'}, {'country': 'Бельгия'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.0,6.9,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/493355.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/493355.jpg,5
4342,tt0117318,Народ против Ларри Флинта,,The People vs. Larry Flynt,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'биография'}]",7.6,7.3,1996,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4342.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4342.jpg,6
14515,tt0093777,Князь тьмы,,Prince of Darkness,[{'country': 'США'}],[{'genre': 'ужасы'}],6.2,6.7,1987,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/14515.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/14515.jpg,5
195432,tt0477302,Жутко громко и запредельно близко,,Extremely Loud & Incredibly Close,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'приключения'}]",7.6,6.9,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/195432.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195432.jpg,5
20919,,Приготовьте ваши носовые платки,,Préparez vos mouchoirs,"[{'country': 'Франция'}, {'country': 'Бельгия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.5,7.0,1977,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/20919.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/20919.jpg,4
8425,tt0063522,Ребенок Розмари,,Rosemary's Baby,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",7.7,8.0,1968,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8425.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8425.jpg,6
1282688,tt10648342,Тор: Любовь и гром,,Thor: Love and Thunder,"[{'country': 'США'}, {'country': 'Австралия'}]","[{'genre': 'мелодрама'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",6.0,6.2,2022,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1282688.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1282688.jpg,4
195566,tt0423977,Проделки в колледже,,Charlie Bartlett,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.7,6.9,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/195566.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195566.jpg,6
841572,tt3622592,Бумажные города,,Paper Towns,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'детектив'}, {'genre': 'комедия'}]",6.1,6.2,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/841572.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/841572.jpg,5
450725,tt1321509,Смерть на похоронах,,Death at a Funeral,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'комедия'}]",6.0,5.7,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/450725.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/450725.jpg,4
4948328,tt10638522,"Два, три, демон, приди!",,Talk to Me,"[{'country': 'Великобритания'}, {'country': 'Австралия'}]",[{'genre': 'ужасы'}],6.5,7.1,2022,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4948328.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4948328.jpg,5
256498,tt0795368,Смерть во время похорон,,Death at a Funeral,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}, {'country': 'Нидерланды'}]",[{'genre': 'комедия'}],7.0,7.3,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/256498.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/256498.jpg,7
8165,tt0114898,Водный мир,,Waterworld,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",7.6,6.3,1995,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8165.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8165.jpg,6
683516,tt2172934,3 дня на убийство,,3 Days to Kill,"[{'country': 'США'}, {'country': 'Франция'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.6,6.2,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/683516.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/683516.jpg,5
2037,tt0099348,Танцующий с волками,,Dances with Wolves,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'вестерн'}, {'genre': 'военный'}, {'genre': 'история'}]",8.1,8.0,1990,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/2037.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2037.jpg,7
363,tt0119488,Секреты Лос-Анджелеса,,L.A. Confidential,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",7.9,8.2,1997,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/363.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/363.jpg,7
243596,tt0499448,Хроники Нарнии: Принц Каспиан,,The Chronicles of Narnia: Prince Caspian,"[{'country': 'США'}, {'country': 'Польша'}, {'country': 'Великобритания'}, {'country': 'Чехия'}, {'country': 'Словения'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'семейный'}]",6.9,6.5,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/243596.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/243596.jpg,6
1254052,tt10160976,Проклятие монахини 2,,The Nun II,[{'country': 'США'}],[{'genre': 'ужасы'}],5.9,5.6,2023,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1254052.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1254052.jpg,5
4850225,tt13405778,Астрал 5: Красная дверь,,Insidious: The Red Door,"[{'country': 'США'}, {'country': 'Канада'}]",[{'genre': 'ужасы'}],5.5,5.5,2023,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4850225.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4850225.jpg,5
